longitude_latitude,return_level_10years,return_level_25years,return_level_50years,return_level_100years,return_level_150years,return_level_250years,return_level_500years
grid_123.8999999999993804_12.7999999999999208,29.588284168930326,31.829322697487935,32.37023439439125,32.57739568962285,32.63263684194816,32.66982521258063,32.69213460595783
grid_123.8999999999993804_12.9999999999999201,29.702469754750325,31.970353353324214,32.56108986279217,32.8019581219307,32.86966773830471,32.91713101454025,32.94713115767294
grid_123.8999999999993804_13.0999999999999197,30.10573975535663,32.71618823200982,33.43318450627925,33.738590481114905,33.82765006493213,33.89186776297167,33.93396751747912
grid_123.8999999999993804_13.2999999999999190,26.29780819418071,28.96306248337649,29.728506699708497,30.066779339500425,30.168513017922677,30.243638640009127,30.294431515280987
grid_123.8999999999993804_7.6999999999999389,13.03624835745574,14.159217227410814,14.438732334417395,14.548521624487496,14.578428294558641,14.598892417123544,14.61143007321568
grid_123.8999999999993804_7.7999999999999385,10.981881372536362,12.204848104685674,13.129986723706793,14.05512534272791,14.596296742824219,15.278092074877222,16.203230693898337
grid_123.8999999999993804_7.8999999999999382,9.684617629146912,10.70822682538105,11.482557290247488,12.256887755113928,12.709842040226775,13.280496951348066,14.054827416214504
grid_123.8999999999993804_7.9999999999999378,9.023581726877216,9.978096332454506,10.700158757233078,11.42222118201165,11.844600623686906,12.37673578758894,13.098798212367512
grid_123.8999999999993804_9.6999999999999318,19.082568350507373,22.585957317574447,25.236168762975026,27.886380208375606,29.43665452291696,31.38976917544268,34.03998062084327
grid_123.8999999999993804_9.7999999999999314,18.655104962281605,22.223792468125286,24.92340035122104,27.6230082343168,29.20217761257904,31.191695740160476,33.891303623256235
grid_123.8999999999993804_9.8999999999999311,18.605483408178813,22.34590321866511,25.175421575187375,28.00493993170964,29.660102065377316,31.745359742195937,34.5748780987182
grid_123.9999999999993747_10.3999999999999293,28.910861930969396,33.159799305157144,34.4157852835178,34.98424034389912,35.15864293835701,35.28943587998744,35.379651686959285
grid_123.9999999999993747_10.4999999999999289,29.93639027250201,34.62473357481104,36.019352004837216,36.653844394096396,36.84935508043217,36.99647307728927,37.09839314700793
grid_123.9999999999993747_10.5999999999999286,34.98971830890516,37.29837291166244,37.548091994244665,37.59802697849715,37.60564016488515,37.609021484321644,37.61021072150968
grid_123.9999999999993747_10.7999999999999279,36.70386619011812,40.007576692929355,40.62667342794203,40.81948384676745,40.86261660244618,40.88803584919964,40.90088210823118
grid_123.9999999999993747_10.8999999999999275,37.037253118714176,40.80083297937316,41.706045465995246,42.05172923071949,42.1436841045173,42.205472990852144,42.242451287198946
grid_123.9999999999993747_10.9999999999999272,37.031088995675724,41.02506846182259,42.16729130662071,42.67031959000957,42.82116267836337,42.93230258830025,43.00722609958335
