,value,region_id,impf_,geometry
445,130899.07713774493,616,1,POINT (17.35 54.48333333)
446,123485.09409524915,616,1,POINT (17.38333333 54.48333333)
447,113844.48492019867,616,1,POINT (17.41666667 54.48333333)
448,113118.21239286289,616,1,POINT (17.45 54.48333333)
449,645016.8380486153,616,1,POINT (17.48333333 54.48333333)
450,291711.89541259065,616,1,POINT (17.51666667 54.48333333)
451,135557.0930441209,616,1,POINT (17.55 54.48333333)
452,160341.82885963868,616,1,POINT (17.58333333 54.48333333)
453,180981.82441328073,616,1,POINT (17.61666667 54.48333333)
454,213263.83392772148,616,1,POINT (17.65 54.48333333)
455,537469.361413759,616,1,POINT (17.68333333 54.48333333)
456,1578661.01739446,616,1,POINT (17.71666667 54.48333333)
457,2898808.3771840683,616,1,POINT (17.75 54.48333333)
458,1623512.7057295286,616,1,POINT (17.78333333 54.48333333)
459,509416.0398662691,616,1,POINT (17.81666667 54.48333333)
460,202403.69782404075,616,1,POINT (17.85 54.48333333)
461,230024.24547710927,616,1,POINT (17.88333333 54.48333333)
462,402003.7822970499,616,1,POINT (17.91666667 54.48333333)
463,309252.50180419534,616,1,POINT (17.95 54.48333333)
464,205236.60419893658,616,1,POINT (17.98333333 54.48333333)
465,305046.99656672217,616,1,POINT (18.01666667 54.48333333)
466,356104.30897209205,616,1,POINT (18.05 54.48333333)
